country,country_code,indicator,indicator_code,year,value
Honduras,HND,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,86.0
"Iran, Islamic Rep.",IRN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,19.7
Jamaica,JAM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,106.5
St. Kitts and Nevis,KNA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,0.0
St. Lucia,LCA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,47.6
Sri Lanka,LKA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,32.5
Mexico,MEX,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,38.08
Mongolia,MNG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,42.6
Nicaragua,NIC,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,49.7
Oman,OMN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,11.3
Panama,PAN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,55.6
Peru,PER,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,80.6
Puerto Rico (US),PRI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,5.5
Paraguay,PRY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,96.3
El Salvador,SLV,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,38.0
Suriname,SUR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,129.8
Sint Maarten (Dutch part),SXM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,195.7
Turks and Caicos Islands,TCA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,0.0
Trinidad and Tobago,TTO,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,42.2989478136731
Turkiye,TUR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,15.9
Uruguay,URY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,18.5
St. Vincent and the Grenadines,VCT,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,115.1
"Venezuela, RB",VEN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,68.7
British Virgin Islands,VGB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2013,0.0
Aruba,ABW,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,0.0
Argentina,ARG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,37.3
Antigua and Barbuda,ATG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,0.0
"Bahamas, The",BHS,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,64.0
Belize,BLZ,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,54.757015742642
Bermuda,BMU,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,0.0
Brazil,BRA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,63.8
Barbados,BRB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,0.0
Botswana,BWA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,151.6
Canada,CAN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,5.0
Chile,CHL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,13.5
China,CHN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,21.7
Colombia,COL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,53.7
Costa Rica,CRI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,29.3
Cuba,CUB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,35.1
Cayman Islands,CYM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,0.0
Dominica,DMA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,0.0
Dominican Republic,DOM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,100.8
Ecuador,ECU,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,49.2
Grenada,GRD,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,57.1
Guatemala,GTM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,108.0
Guyana,GUY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,121.7
Honduras,HND,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,69.9
Jamaica,JAM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,113.5
St. Kitts and Nevis,KNA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,155.5
"Korea, Rep.",KOR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,11.0234592993214
St. Lucia,LCA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,98.0
Sri Lanka,LKA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,32.0
Mexico,MEX,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,38.91
Mongolia,MNG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,30.2
Nicaragua,NIC,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,37.0
Oman,OMN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,19.3
Panama,PAN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,58.5
Peru,PER,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,83.5
Puerto Rico (US),PRI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,8.7
Paraguay,PRY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,63.9
El Salvador,SLV,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,52.6
Suriname,SUR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,153.7
Turks and Caicos Islands,TCA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,0.0
Trinidad and Tobago,TTO,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,26.2136940337632
Turkiye,TUR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,15.2
Uruguay,URY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,18.6
St. Vincent and the Grenadines,VCT,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,54.3
"Venezuela, RB",VEN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,82.4
British Virgin Islands,VGB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2014,0.0
Aruba,ABW,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,0.0
Argentina,ARG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,38.7
Antigua and Barbuda,ATG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,173.0
Bangladesh,BGD,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,195.862
"Bahamas, The",BHS,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,65.8
Belize,BLZ,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,107.497984412792
Bermuda,BMU,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,0.0
Brazil,BRA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,62.0
Barbados,BRB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,34.8
Botswana,BWA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,127.0
Canada,CAN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,6.0
Chile,CHL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,15.5
China,CHN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,20.1
Colombia,COL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,53.7
Costa Rica,CRI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,27.8
Cuba,CUB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,41.6
Cayman Islands,CYM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,0.0
Dominica,DMA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,116.0
Dominican Republic,DOM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,99.3
Algeria,DZA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,75.9
Ecuador,ECU,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,44.6
Grenada,GRD,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,0.0
Guatemala,GTM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,108.0
Guyana,GUY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,106.4
Honduras,HND,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,60.0
India,IND,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,130.0
Jamaica,JAM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,87.1
St. Kitts and Nevis,KNA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,158.2
St. Lucia,LCA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,96.9
Sri Lanka,LKA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,33.7
Mexico,MEX,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,35.21
Malawi,MWI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,439.0
Nicaragua,NIC,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,42.2
Oman,OMN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,18.5
Panama,PAN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,52.7
Peru,PER,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,78.3
Puerto Rico (US),PRI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,28.8
Paraguay,PRY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,81.8
El Salvador,SLV,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,42.3
Suriname,SUR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,70.3
Turks and Caicos Islands,TCA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,0.0
Trinidad and Tobago,TTO,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,49.2853622474125
Turkiye,TUR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,14.6
Uruguay,URY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,22.5
St. Vincent and the Grenadines,VCT,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,0.0
"Venezuela, RB",VEN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,80.24
British Virgin Islands,VGB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2015,0.0
Aruba,ABW,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,158.9
Argentina,ARG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,33.7
Antigua and Barbuda,ATG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,0.0
Burundi,BDI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,334.0
Bahrain,BHR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,24.1382639760548
"Bahamas, The",BHS,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,22.9
Belize,BLZ,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,84.5070422535211
Bermuda,BMU,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,0.0
Brazil,BRA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,64.4
Barbados,BRB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,1.15
Botswana,BWA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,156.6
Canada,CAN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,5.5
Chile,CHL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,9.0
China,CHN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,19.9
Colombia,COL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,51.3
Costa Rica,CRI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,28.6
Cuba,CUB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,41.9
Cayman Islands,CYM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,0.0
Dominica,DMA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,251.3
Dominican Republic,DOM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,90.0
Ecuador,ECU,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,39.7
Grenada,GRD,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,192.0
Guatemala,GTM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,113.8
Guyana,GUY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,77.3
Honduras,HND,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,77.0
Haiti,HTI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,529.0
Jamaica,JAM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,110.6
St. Kitts and Nevis,KNA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,147.9
Lebanon,LBN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,20.0
St. Lucia,LCA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,0.0
Sri Lanka,LKA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,33.8
Mexico,MEX,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,37.77
Nicaragua,NIC,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,37.3
Nepal,NPL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,239.0
Oman,OMN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,12.5
Panama,PAN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,49.2
Peru,PER,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,63.0
Puerto Rico (US),PRI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,17.7
Paraguay,PRY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,86.4
El Salvador,SLV,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,27.4
Suriname,SUR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,111.4
Turks and Caicos Islands,TCA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,0.0
Timor-Leste,TLS,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,195.0
Trinidad and Tobago,TTO,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,33.0724286186749
Turkiye,TUR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,14.7
Uganda,UGA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,336.0
Uruguay,URY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,19.1
St. Vincent and the Grenadines,VCT,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,57.3
"Venezuela, RB",VEN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,132.84
British Virgin Islands,VGB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,0.0
South Africa,ZAF,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2016,475.0
Aruba,ABW,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,83.2
Argentina,ARG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,28.7
Antigua and Barbuda,ATG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,0.0
Benin,BEN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,391.0
Bangladesh,BGD,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,172.0
Bahrain,BHR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,14.5765511879889
"Bahamas, The",BHS,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,114.9
Belize,BLZ,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,134.37248051599
Bermuda,BMU,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,0.0
Brazil,BRA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,64.5
Barbados,BRB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,0.0
Botswana,BWA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,143.2
Canada,CAN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,6.36
Chile,CHL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,17.3
China,CHN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,19.6
Colombia,COL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,51.0
Costa Rica,CRI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,23.3
Cuba,CUB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,39.1
Cayman Islands,CYM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,0.0
Dominica,DMA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,0.0
Dominican Republic,DOM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,104.0
Ecuador,ECU,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,42.8
Grenada,GRD,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,72.0
Guatemala,GTM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,110.0
Guyana,GUY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,91.0
Honduras,HND,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,56.0
Haiti,HTI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,529.0
Jamaica,JAM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,61.0004066693778
St. Kitts and Nevis,KNA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,154.3
Lebanon,LBN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,16.8543383869596
St. Lucia,LCA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,53.6
Sri Lanka,LKA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,39.0
Mexico,MEX,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,35.56
Nicaragua,NIC,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,34.4
Oman,OMN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,21.0
Panama,PAN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,35.4
Peru,PER,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,68.0
Papua New Guinea,PNG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,171.0
Puerto Rico (US),PRI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,28.7
Paraguay,PRY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,67.3
Senegal,SEN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,236.0
El Salvador,SLV,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,31.1
Suriname,SUR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,109.72130787799
Sint Maarten (Dutch part),SXM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,0.0
Turks and Caicos Islands,TCA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,0.0
Trinidad and Tobago,TTO,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,30.5101293629485
Turkiye,TUR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,14.5
Uruguay,URY,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,18.6
St. Vincent and the Grenadines,VCT,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,207.9
"Venezuela, RB",VEN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,122.66
British Virgin Islands,VGB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,0.0
South Africa,ZAF,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2017,125.89
Aruba,ABW,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2018,0.0
Argentina,ARG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2018,37.5
Bangladesh,BGD,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2018,169.0
Bahrain,BHR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2018,20.2634245187437
"Bahamas, The",BHS,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2018,23.3
Belize,BLZ,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2018,115.31069827034
Bermuda,BMU,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2018,0.0
Brazil,BRA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2018,59.1
Barbados,BRB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2018,40.5
Botswana,BWA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2018,133.7
Canada,CAN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2018,8.54
Chile,CHL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2018,13.5
China,CHN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2018,18.3
Cameroon,CMR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2018,406.0
Colombia,COL,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2018,45.29
Costa Rica,CRI,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2018,14.6
Cuba,CUB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2018,43.8
Cayman Islands,CYM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2018,0.0
